gene_id,gene_name,gene_biotype
ENSG00000248197,LINC00290,lncRNA
ENSG00000251350,LINC02475,lncRNA
ENSG00000271646,IRF2-DT,lncRNA
ENSG00000250708,LINC02269,lncRNA
ENSG00000248866,USP46-DT,lncRNA
ENSG00000249096,LINC02362,lncRNA
ENSG00000249297,LINC02174,lncRNA
ENSG00000250488,LINC02233,lncRNA
ENSG00000248505,LINC02380,lncRNA
ENSG00000251129,LINC02506,lncRNA
ENSG00000251649,LINC02379,lncRNA
ENSG00000249667,LINC01259,lncRNA
ENSG00000250620,LINC02515,lncRNA
ENSG00000248238,LINC02438,lncRNA
ENSG00000249173,LINC01093,lncRNA
ENSG00000248692,ADGRL3-AS1,lncRNA
ENSG00000248184,LINC02283,lncRNA
ENSG00000248740,LINC02428,lncRNA
ENSG00000245468,LINC02447,lncRNA
ENSG00000249378,LINC01060,lncRNA
ENSG00000251635,LINC02278,lncRNA
ENSG00000240005,STIM2-AS1,lncRNA
ENSG00000196951,SCOC-AS1,lncRNA
ENSG00000251175,GSTCD-AS1,lncRNA
ENSG00000251372,LINC00499,lncRNA
ENSG00000250930,LNX1-AS1,lncRNA
ENSG00000251291,LINC02462,lncRNA
ENSG00000251256,LINC02358,lncRNA
ENSG00000251432,LINC02615,lncRNA
ENSG00000250634,LINC01182,lncRNA
ENSG00000251182,LINC02497,lncRNA
ENSG00000082929,LINC01587,lncRNA
ENSG00000285711,LINC02835,lncRNA
ENSG00000248890,HHIP-AS1,lncRNA
ENSG00000249700,SRD5A3-AS1,lncRNA
ENSG00000248810,LINC02432,lncRNA
ENSG00000247624,CPEB2-DT,lncRNA
ENSG00000250754,LINC02436,lncRNA
ENSG00000216560,LINC00955,lncRNA
ENSG00000248210,LINC02355,lncRNA
ENSG00000250341,LINC02510,lncRNA
ENSG00000236922,LINC01378,lncRNA
ENSG00000237125,HAND2-AS1,lncRNA
ENSG00000247708,STX18-AS1,lncRNA
ENSG00000249699,LINC02261,lncRNA
ENSG00000249145,LINC02517,lncRNA
ENSG00000246876,LINC02466,lncRNA
ENSG00000249618,LINC02465,lncRNA
ENSG00000248456,LINC02485,lncRNA
ENSG00000249307,LINC01088,lncRNA
ENSG00000248338,LINC02472,lncRNA
ENSG00000180712,LINC02363,lncRNA
ENSG00000250266,LINC01612,lncRNA
ENSG00000249241,LINC02265,lncRNA
ENSG00000251230,MIR3945HG,lncRNA
ENSG00000261083,LINC02516,lncRNA
ENSG00000251283,LINC02272,lncRNA
ENSG00000245112,SMARCA5-AS1,lncRNA
ENSG00000245685,FRG1-DT,lncRNA
ENSG00000250666,LINC01596,lncRNA
ENSG00000251620,STPG2-AS1,lncRNA
ENSG00000251359,WWC2-AS2,lncRNA
ENSG00000250846,EPHA5-AS1,lncRNA
ENSG00000234492,RPL34-DT,lncRNA
ENSG00000245870,LINC00682,lncRNA
ENSG00000245067,IGFBP7-AS1,lncRNA
ENSG00000263327,TAPT1-AS1,lncRNA
ENSG00000247950,SEC24B-AS1,lncRNA
ENSG00000251442,LINC01094,lncRNA
ENSG00000261761,LINC02616,lncRNA
ENSG00000245384,CXXC4-AS1,lncRNA
ENSG00000248174,LINC02268,lncRNA
ENSG00000233860,SHROOM3-AS1,lncRNA
ENSG00000248397,LINC00498,lncRNA
ENSG00000250334,LINC00989,lncRNA
ENSG00000245293,CYP2U1-AS1,lncRNA
ENSG00000250103,PANCR,lncRNA
ENSG00000250340,LINC02494,lncRNA
ENSG00000250582,SMAD1-AS2,lncRNA
ENSG00000250467,PHOX2B-AS1,lncRNA
ENSG00000249252,C1QTNF7-AS1,lncRNA
ENSG00000251504,LINC01099,lncRNA
ENSG00000180769,WDFY3-AS2,lncRNA
ENSG00000248809,LINC01095,lncRNA
ENSG00000228277,UMLILO,lncRNA
ENSG00000248152,ANK2-AS1,lncRNA
ENSG00000281591,DBET,lncRNA
ENSG00000251292,ERVH-1,lncRNA
ENSG00000251059,PRKG2-AS1,lncRNA
ENSG00000249509,NEUROG2-AS1,lncRNA
ENSG00000249532,MIR302CHG,lncRNA
ENSG00000231782,LINC00575,lncRNA
ENSG00000249460,LINC02500,lncRNA
ENSG00000177822,TENM3-AS1,lncRNA
ENSG00000246095,LINC01096,lncRNA
ENSG00000250921,LINC02063,lncRNA
ENSG00000250490,LINC02145,lncRNA
ENSG00000249490,LINC02146,lncRNA
ENSG00000248279,LINC02120,lncRNA
ENSG00000249584,LINC02225,lncRNA
ENSG00000250048,LINC00603,lncRNA
ENSG00000248789,LINC02118,lncRNA
ENSG00000249835,VCAN-AS1,lncRNA
ENSG00000236447,ATG10-IT1,lncRNA
ENSG00000249128,LINC02215,lncRNA
ENSG00000250095,NREP-AS1,lncRNA
ENSG00000249057,MAST4-IT1,lncRNA
ENSG00000251311,LINC02214,lncRNA
ENSG00000250472,TRIM36-IT1,lncRNA
ENSG00000271849,MAN2A1-DT,lncRNA
ENSG00000250437,LINC02161,lncRNA
ENSG00000248192,ATG10-AS1,lncRNA
ENSG00000250947,TRPC7-AS2,lncRNA
ENSG00000249545,MCTP1-AS1,lncRNA
ENSG00000251370,SEMA5A-AS1,lncRNA
ENSG00000225138,SLC9A3-AS1,lncRNA
ENSG00000281398,SNHG4,lncRNA
ENSG00000253417,LINC02159,lncRNA
ENSG00000249610,ZNF474-AS1,lncRNA
ENSG00000249601,LINC01187,lncRNA
ENSG00000247993,FOXD1-AS1,lncRNA
ENSG00000251324,LINC01386,lncRNA
ENSG00000245711,NADK2-AS1,lncRNA
ENSG00000281560,LSINCT5,lncRNA
ENSG00000249553,PPP2R2B-IT1,lncRNA
ENSG00000251183,LINC01861,lncRNA
ENSG00000248150,LINC02150,lncRNA
ENSG00000250127,LINC02108,lncRNA
ENSG00000250958,LINC00492,lncRNA
ENSG00000221990,EXOC3-AS1,lncRNA
ENSG00000254130,LINC01947,lncRNA
ENSG00000253298,LINC01845,lncRNA
ENSG00000251666,ZNF346-IT1,lncRNA
ENSG00000251221,LINC01337,lncRNA
ENSG00000251045,SLC25A48-AS1,lncRNA
ENSG00000248846,LINC02065,lncRNA
ENSG00000250584,LINC01511,lncRNA
ENSG00000248717,LINC02222,lncRNA
ENSG00000249073,WSPAR,lncRNA
ENSG00000251542,LINC01957,lncRNA
ENSG00000250106,ANKRD33B-AS1,lncRNA
ENSG00000254042,SLIT3-AS2,lncRNA
ENSG00000253591,KCNIP1-AS1,lncRNA
ENSG00000249071,EGFLAM-AS3,lncRNA
ENSG00000248730,EGFLAM-AS4,lncRNA
ENSG00000244945,RUFY1-AS1,lncRNA
ENSG00000251018,HMMR-AS1,lncRNA
ENSG00000249326,CTD-2194D22.4,lncRNA
ENSG00000246422,DIAPH1-AS1,lncRNA
ENSG00000248464,FGF10-AS1,lncRNA
ENSG00000248222,SLIT3-AS1,lncRNA
ENSG00000245146,MALINC1,lncRNA
ENSG00000251538,LINC02201,lncRNA
ENSG00000248677,LINC02102,lncRNA
ENSG00000251027,LINC01950,lncRNA
ENSG00000249035,CLMAT3,lncRNA
ENSG00000250328,MGC32805,lncRNA
ENSG00000247516,MIR4458HG,lncRNA
ENSG00000249421,ADAMTS19-AS1,lncRNA
ENSG00000287148,LINCADL,lncRNA
ENSG00000251365,LINC02236,lncRNA
ENSG00000251273,LINC02228,lncRNA
ENSG00000245662,LINC02211,lncRNA
ENSG00000226272,ARHGAP26-AS1,lncRNA
ENSG00000248323,LUCAT1,lncRNA
ENSG00000246334,PRR7-AS1,lncRNA
ENSG00000250802,ZBED3-AS1,lncRNA
ENSG00000233847,ERCC8-AS1,lncRNA
ENSG00000253428,LINC01942,lncRNA
ENSG00000253686,LINC01484,lncRNA
ENSG00000254211,LINC01485,lncRNA
ENSG00000237714,P4HA2-AS1,lncRNA
ENSG00000250529,LINC02121,lncRNA
ENSG00000250891,LINC02208,lncRNA
ENSG00000248132,LINC02101,lncRNA
ENSG00000248457,LINC02220,lncRNA
ENSG00000250544,LINC02059,lncRNA
ENSG00000233006,MIR3936HG,lncRNA
ENSG00000250801,THOC3-AS1,lncRNA
ENSG00000249781,LINC02112,lncRNA
ENSG00000250814,LINC02221,lncRNA
ENSG00000250331,LINC01340,lncRNA
ENSG00000248901,LINC01846,lncRNA
ENSG00000251573,LINC02106,lncRNA
ENSG00000249785,LINC02103,lncRNA
ENSG00000233828,MIR4280HG,lncRNA
ENSG00000253807,LINC01170,lncRNA
ENSG00000278970,HEIH,lncRNA
ENSG00000245060,LINC00847,lncRNA
ENSG00000250056,LINC01018,lncRNA
ENSG00000238160,LINC02863,lncRNA
ENSG00000249116,IRX4-AS1,lncRNA
ENSG00000250635,CXXC5-AS1,lncRNA
ENSG00000249306,LINC01411,lncRNA
ENSG00000253618,GRPEL2-AS1,lncRNA
ENSG00000250981,MARCHF11-AS1,lncRNA
ENSG00000245275,SAP30L-AS1,lncRNA
ENSG00000248693,LINC02100,lncRNA
ENSG00000248572,EGFLAM-AS2,lncRNA
ENSG00000250343,STK32A-AS1,lncRNA
ENSG00000251629,LINC02241,lncRNA
ENSG00000249491,EGFLAM-AS1,lncRNA
ENSG00000230789,ARHGAP26-IT1,lncRNA
ENSG00000248528,LINC02058,lncRNA
ENSG00000229666,MAST4-AS1,lncRNA
ENSG00000253236,LINC02143,lncRNA
ENSG00000250313,LINC02229,lncRNA
ENSG00000250682,LINC00491,lncRNA
ENSG00000235172,LINC01366,lncRNA
ENSG00000254299,LINC01944,lncRNA
ENSG00000251450,RASGRF2-AS1,lncRNA
ENSG00000250358,LINC02200,lncRNA
ENSG00000251169,LINC01843,lncRNA
ENSG00000250387,LINC02197,lncRNA
ENSG00000253959,LINC01863,lncRNA
ENSG00000248908,LINC02239,lncRNA
ENSG00000254226,LINC01933,lncRNA
ENSG00000248107,LINC02039,lncRNA
ENSG00000280780,JAKMIP2-AS1,lncRNA
ENSG00000250447,LINC02105,lncRNA
ENSG00000249396,LINC02212,lncRNA
ENSG00000250600,ROPN1L-AS1,lncRNA
ENSG00000249160,LINC02213,lncRNA
ENSG00000248309,MEF2C-AS1,lncRNA
ENSG00000250072,SH3TC2-DT,lncRNA
ENSG00000245864,MEF2C-AS2,lncRNA
ENSG00000248859,LINC01574,lncRNA
ENSG00000246859,STARD4-AS1,lncRNA
ENSG00000244968,LIFR-AS1,lncRNA
ENSG00000251543,LINC02230,lncRNA
ENSG00000249937,LINC02223,lncRNA
ENSG00000250822,LINC02111,lncRNA
ENSG00000248668,OXCT1-AS1,lncRNA
ENSG00000247572,CKMT2-AS1,lncRNA
ENSG00000248092,NNT-AS1,lncRNA
ENSG00000231185,SPRY4-AS1,lncRNA
ENSG00000250198,LINC02199,lncRNA
ENSG00000249332,LINC02149,lncRNA
ENSG00000204754,LINC01951,lncRNA
ENSG00000251443,LINC02160,lncRNA
ENSG00000254106,LINC01848,lncRNA
ENSG00000248474,LINC02122,lncRNA
ENSG00000285967,NIPBL-DT,lncRNA
ENSG00000251141,MRPS30-DT,lncRNA
ENSG00000254066,LINC01938,lncRNA
ENSG00000248445,SEMA6A-AS1,lncRNA
ENSG00000276778,LINC02227,lncRNA
ENSG00000164621,SMAD5-AS1,lncRNA
ENSG00000248211,TRPC7-AS1,lncRNA
ENSG00000224032,EPB41L4A-AS1,lncRNA
ENSG00000248587,GDNF-AS1,lncRNA
ENSG00000249167,SEMA6A-AS2,lncRNA
ENSG00000248539,LINC02117,lncRNA
ENSG00000280776,LINC01202,lncRNA
ENSG00000246763,RGMB-AS1,lncRNA
ENSG00000245556,SCAMP1-AS1,lncRNA
ENSG00000249484,LINC01470,lncRNA
ENSG00000253647,KCNIP1-OT1,lncRNA
ENSG00000248555,LINC01339,lncRNA
ENSG00000152931,PART1,lncRNA
ENSG00000223442,TH2LCRR,lncRNA
ENSG00000251604,LINC01385,lncRNA
ENSG00000249797,LINC02147,lncRNA
ENSG00000251072,LMNB1-DT,lncRNA
ENSG00000249854,CDH18-AS1,lncRNA
ENSG00000215196,BASP1-AS1,lncRNA
ENSG00000250786,SNHG18,lncRNA
ENSG00000249362,LINC02488,lncRNA
ENSG00000248708,LINC02144,lncRNA
ENSG00000253311,LINC01847,lncRNA
ENSG00000248455,LINC02217,lncRNA
ENSG00000250417,LINC02116,lncRNA
ENSG00000249279,LINC02057,lncRNA
ENSG00000251279,SMIM15-AS1,lncRNA
ENSG00000271334,LINC02104,lncRNA
ENSG00000248554,C5orf34-AS1,lncRNA
ENSG00000260192,LINC02240,lncRNA
ENSG00000248391,LINC02064,lncRNA
ENSG00000245812,LINC02202,lncRNA
ENSG00000248663,LINC00992,lncRNA
ENSG00000248673,LINC01331,lncRNA
ENSG00000249343,LINC01333,lncRNA
ENSG00000249551,LINC02216,lncRNA
ENSG00000249996,PPIC-AS1,lncRNA
ENSG00000253787,LINC02219,lncRNA
ENSG00000251513,LIX1-AS1,lncRNA
ENSG00000250974,LINC02196,lncRNA
ENSG00000272523,LINC01023,lncRNA
ENSG00000223597,LINC02142,lncRNA
ENSG00000249131,PSD2-AS1,lncRNA
ENSG00000250427,LINC02148,lncRNA
ENSG00000250668,LINC02123,lncRNA
ENSG00000249736,LINC02242,lncRNA
ENSG00000250337,PURPL,lncRNA
ENSG00000248131,LINC01194,lncRNA
ENSG00000248118,LINC01019,lncRNA
ENSG00000249830,LINC02162,lncRNA
ENSG00000223548,ACSL6-AS1,lncRNA
ENSG00000249808,LINC01377,lncRNA
ENSG00000288569,LINC01949,lncRNA
ENSG00000254333,NDST1-AS1,lncRNA
ENSG00000249352,LINC02198,lncRNA
ENSG00000248473,LINC01962,lncRNA
ENSG00000250585,LINC00604,lncRNA
ENSG00000250320,EDIL3-DT,lncRNA
ENSG00000249521,LINC02114,lncRNA
ENSG00000259786,LINC02109,lncRNA
ENSG00000215231,LINC01020,lncRNA
ENSG00000249669,CARMN,lncRNA
ENSG00000153113,CAST,lncRNA
ENSG00000250885,LINC02061,lncRNA
ENSG00000248727,LINC01948,lncRNA
ENSG00000225940,C5orf67,lncRNA
ENSG00000250888,LINC01455,lncRNA
ENSG00000249825,THBS4-AS1,lncRNA
ENSG00000281357,ARRDC3-AS1,lncRNA
ENSG00000249515,LINC02113,lncRNA
ENSG00000281327,LINC01338,lncRNA
ENSG00000248275,TRIM52-AS1,lncRNA
ENSG00000250900,TRIM7-AS1,lncRNA
ENSG00000253315,LINC01932,lncRNA
ENSG00000245729,LINC02226,lncRNA
ENSG00000237187,NR2F1-AS1,lncRNA
ENSG00000247699,FABP6-AS1,lncRNA
ENSG00000253522,MIR3142HG,lncRNA
ENSG00000278921,EPB41L4A-DT,lncRNA
ENSG00000248757,LINC02115,lncRNA
ENSG00000236882,LINC01554,lncRNA
ENSG00000310517,CAST,protein_coding
ENSG00000235488,JARID2-AS1,lncRNA
ENSG00000261080,RUNX2-AS1,lncRNA
ENSG00000226440,LAMA4-AS1,lncRNA
ENSG00000230852,LINC02857,lncRNA
ENSG00000228082,SIM1-AS1,lncRNA
ENSG00000237567,LINC02836,lncRNA
ENSG00000283122,HYMAI,lncRNA
ENSG00000228231,TINAG-AS1,lncRNA
ENSG00000227945,PTPRK-AS1,lncRNA
ENSG00000236822,NMBR-AS1,lncRNA
ENSG00000244041,LINC01011,lncRNA
ENSG00000234015,LINC02530,lncRNA
ENSG00000285427,SOD2-OT1,lncRNA
ENSG00000237775,DDR1-DT,lncRNA
ENSG00000232082,RPS6KA2-IT1,lncRNA
ENSG00000288638,LNCDAT,lncRNA
ENSG00000233893,EZR-AS1,lncRNA
ENSG00000281248,LINC02536,lncRNA
ENSG00000227198,C6orf47-AS1,lncRNA
ENSG00000256166,LINC02571,lncRNA
ENSG00000225391,NHEG1,lncRNA
ENSG00000237786,GFOD1-AS1,lncRNA
ENSG00000233496,SYNJ2-IT1,lncRNA
ENSG00000204261,PSMB8-AS1,lncRNA
ENSG00000236703,MYB-AS1,lncRNA
ENSG00000225730,ADGRF5-AS1,lncRNA
ENSG00000231654,RPS6KA2-AS1,lncRNA
ENSG00000233464,NANOGP11,lncRNA
ENSG00000223701,RAET1E-AS1,lncRNA
ENSG00000281831,HCP5B,lncRNA
ENSG00000223534,HLA-DQB1-AS1,lncRNA
ENSG00000225174,OSTM1-AS1,lncRNA
ENSG00000225613,LINCMD1,lncRNA
ENSG00000281450,PANDAR,lncRNA
ENSG00000224582,LINC01015,lncRNA
ENSG00000146049,KAAG1,lncRNA
ENSG00000196634,LUADT1,lncRNA
ENSG00000225683,PACRG-AS3,lncRNA
ENSG00000229276,REV3L-IT1,lncRNA
ENSG00000272841,MAP3K4-AS1,lncRNA
ENSG00000232131,NCOA7-AS1,lncRNA
ENSG00000235086,FNDC1-IT1,lncRNA
ENSG00000226673,LINC01108,lncRNA
ENSG00000205444,KU-MEL-3,lncRNA
ENSG00000226497,LINC02549,lncRNA
ENSG00000224707,E2F3-IT1,lncRNA
ENSG00000206337,HCP5,lncRNA
ENSG00000235663,SAPCD1-AS1,lncRNA
ENSG00000237080,EHMT2-AS1,lncRNA
ENSG00000204387,SNHG32,lncRNA
ENSG00000230313,HCG24,lncRNA
ENSG00000232947,LINC02543,lncRNA
ENSG00000231971,CT69,lncRNA
ENSG00000224157,HCG14,lncRNA
ENSG00000281809,LINC01394,lncRNA
ENSG00000224843,LINC00240,lncRNA
ENSG00000268592,RAET1E-AS1,lncRNA
ENSG00000236591,UST-AS2,lncRNA
ENSG00000234753,FOXP4-AS1,lncRNA
ENSG00000226917,LINC01276,lncRNA
ENSG00000236324,SNX9-AS1,lncRNA
ENSG00000235740,PHACTR2-AS1,lncRNA
ENSG00000203688,LINC02487,lncRNA
ENSG00000225914,TSBP1-AS1,lncRNA
ENSG00000272549,LINC02538,lncRNA
ENSG00000269293,ZSCAN16-AS1,lncRNA
ENSG00000229315,MCHR2-AS1,lncRNA
ENSG00000204091,TDRG1,lncRNA
ENSG00000226070,LINC00951,lncRNA
ENSG00000197251,LINC00336,lncRNA
ENSG00000225793,TMEM30A-DT,lncRNA
ENSG00000227502,MROCKI,lncRNA
ENSG00000224349,FAM135A-AS1,lncRNA
ENSG00000286785,LINC01622,lncRNA
ENSG00000229922,LINC02865,lncRNA
ENSG00000216863,LY86-AS1,lncRNA
ENSG00000234777,LINC02529,lncRNA
ENSG00000286940,MICB-DT,lncRNA
ENSG00000225595,LINC01623,lncRNA
ENSG00000227214,HCG15,lncRNA
ENSG00000270362,HMGN3-AS1,lncRNA
ENSG00000224944,CASC6,lncRNA
ENSG00000235535,TRDN-AS1,lncRNA
ENSG00000230314,ELOVL2-AS1,lncRNA
ENSG00000237499,WAKMAR2,lncRNA
ENSG00000235050,MLIP-AS1,lncRNA
ENSG00000234006,DDX39B-AS1,lncRNA
ENSG00000233452,STXBP5-AS1,lncRNA
ENSG00000272142,LYRM4-AS1,lncRNA
ENSG00000231690,LINC00574,lncRNA
ENSG00000228223,HCG11,lncRNA
ENSG00000229654,LINC02526,lncRNA
ENSG00000228495,LINC01013,lncRNA
ENSG00000250903,GMDS-DT,lncRNA
ENSG00000234577,SYNE1-AS1,lncRNA
ENSG00000238099,LINC01625,lncRNA
ENSG00000228777,LINC02534,lncRNA
ENSG00000235899,LINC01564,lncRNA
ENSG00000235357,LINC01621,lncRNA
ENSG00000230438,SERPINB9P1,lncRNA
ENSG00000231023,LINC00326,lncRNA
ENSG00000230943,LINC02541,lncRNA
ENSG00000231776,LINC01611,lncRNA
ENSG00000236336,CDYL-AS1,lncRNA
ENSG00000175967,LINC02880,lncRNA
ENSG00000224846,NQO2-AS1,lncRNA
ENSG00000198221,AFDN-DT,lncRNA
ENSG00000227954,TARID,lncRNA
ENSG00000223586,LINC01312,lncRNA
ENSG00000268257,AIRN,lncRNA
ENSG00000249346,LINC01016,lncRNA
ENSG00000227660,UST-AS1,lncRNA
ENSG00000236548,RNF217-AS1,lncRNA
ENSG00000227012,LINC02527,lncRNA
ENSG00000227508,LINC01624,lncRNA
ENSG00000228290,TBX18-AS1,lncRNA
ENSG00000236635,LINC02540,lncRNA
ENSG00000281832,LINC00602,lncRNA
ENSG00000281692,PACRG-AS1,lncRNA
ENSG00000230174,LINC01149,lncRNA
ENSG00000230269,LINC02525,lncRNA
ENSG00000234263,MAP3K5-AS1,lncRNA
ENSG00000270419,CAHM,lncRNA
ENSG00000224893,LINC02840,lncRNA
ENSG00000226453,LINC02542,lncRNA
ENSG00000234956,LINC02539,lncRNA
ENSG00000204709,LINC01556,lncRNA
ENSG00000231426,FILNC1,lncRNA
ENSG00000229274,LINC02829,lncRNA
ENSG00000224164,LINC02828,lncRNA
ENSG00000225437,PACRG-AS2,lncRNA
ENSG00000228624,HDAC2-AS2,lncRNA
ENSG00000260239,LINC02533,lncRNA
ENSG00000226803,ZNF451-AS1,lncRNA
ENSG00000231150,DNAH8-AS1,lncRNA
ENSG00000223485,LINC01615,lncRNA
ENSG00000226533,BTBD9-AS1,lncRNA
ENSG00000231889,TRAF3IP2-AS1,lncRNA
ENSG00000224506,LINC02523,lncRNA
ENSG00000283408,MIR548A1HG,lncRNA
ENSG00000231226,TRIM31-AS1,lncRNA
ENSG00000203809,LIN28B-AS1,lncRNA
ENSG00000231441,DST-AS1,lncRNA
ENSG00000235033,DAAM2-AS1,lncRNA
ENSG00000229154,KCNQ5-AS1,lncRNA
ENSG00000233797,UFL1-AS1,lncRNA
ENSG00000234155,LINC02535,lncRNA
ENSG00000164385,LINC01600,lncRNA
ENSG00000280916,FOXCUT,lncRNA
ENSG00000228718,LINC02521,lncRNA
ENSG00000235142,LINC02532,lncRNA
ENSG00000231074,HCG18,lncRNA
ENSG00000225924,TAB2-AS1,lncRNA
ENSG00000228412,LNC-LBCS,lncRNA
ENSG00000225791,TRAM2-AS1,lncRNA
ENSG00000224995,LINC01526,lncRNA
ENSG00000203875,SNHG5,lncRNA
ENSG00000204625,HCG9,lncRNA
ENSG00000281756,C2-AS1,lncRNA
ENSG00000235570,LINC00533,lncRNA
ENSG00000285244,DINOL,lncRNA
ENSG00000285278,TFAP2A-AS2,lncRNA
ENSG00000229950,TFAP2A-AS1,lncRNA
ENSG00000183674,LINC00518,lncRNA
ENSG00000231056,LINC02522,lncRNA
ENSG00000203362,POLH-AS1,lncRNA
ENSG00000280989,LINC00581,lncRNA
ENSG00000260455,NBAT1,lncRNA
ENSG00000230290,ARMC2-AS1,lncRNA
ENSG00000234817,ECI2-DT,lncRNA
ENSG00000214922,HLA-F-AS1,lncRNA
ENSG00000286042,LCAL1,lncRNA
ENSG00000229921,KIF25-AS1,lncRNA
ENSG00000272168,CASC15,lncRNA
ENSG00000283215,LINC02537,lncRNA
ENSG00000203801,LINC00222,lncRNA
ENSG00000280707,HPAT5,lncRNA
ENSG00000261366,MANEA-DT,lncRNA
ENSG00000236700,LINC01010,lncRNA
ENSG00000220908,LINC02531,lncRNA
ENSG00000229017,LINC01277,lncRNA
ENSG00000204110,LINC02520,lncRNA
ENSG00000232316,LINC02518,lncRNA
ENSG00000229931,ATXN1-AS1,lncRNA
ENSG00000244158,CALHM6-AS1,lncRNA
ENSG00000233529,HCG21,lncRNA
ENSG00000204528,PSORS1C3,lncRNA
ENSG00000206344,HCG27,lncRNA
ENSG00000224666,ETV7-AS1,lncRNA
ENSG00000236345,SCAT8,lncRNA
ENSG00000285219,HULC,lncRNA
ENSG00000226194,LINC02519,lncRNA
ENSG00000229214,LINC00242,lncRNA
ENSG00000231332,OOEP-AS1,lncRNA
ENSG00000279968,CCDC28A-AS1,lncRNA
ENSG00000232940,HCG25,lncRNA
ENSG00000274259,SYNGAP1-AS1,lncRNA
ENSG00000224328,MDC1-AS1,lncRNA
ENSG00000272273,IER3-AS1,lncRNA
ENSG00000228022,HCG20,lncRNA
ENSG00000214894,LINC00243,lncRNA
ENSG00000237923,LINC02570,lncRNA
ENSG00000235781,LINC02569,lncRNA
ENSG00000233237,LINC00472,lncRNA
ENSG00000223765,LINC01626,lncRNA
ENSG00000281706,LINC01012,lncRNA
ENSG00000281404,LINC01176,lncRNA
ENSG00000224101,ELMO1-AS1,lncRNA
ENSG00000281332,LINC00997,lncRNA
ENSG00000224223,VSTM2A-OT1,lncRNA
ENSG00000231638,LUARIS,lncRNA
ENSG00000225535,LINC01393,lncRNA
ENSG00000225572,DOCK4-AS1,lncRNA
ENSG00000203446,SUGCT-AS1,lncRNA
ENSG00000204960,BLACE,lncRNA
ENSG00000232458,LINC01450,lncRNA
ENSG00000251276,MAGI2-AS1,lncRNA
ENSG00000226978,MAGI2-AS2,lncRNA
ENSG00000227199,ST7-AS1,lncRNA
ENSG00000214188,ST7-OT4,lncRNA
ENSG00000226367,ST7-AS2,lncRNA
ENSG00000272701,MESTIT1,lncRNA
ENSG00000236795,CNTNAP2-AS1,lncRNA
ENSG00000237738,RNF216-IT1,lncRNA
ENSG00000238284,LINC01448,lncRNA
ENSG00000226522,HDAC9-AS1,lncRNA
ENSG00000224116,INHBA-AS1,lncRNA
ENSG00000242902,FLNC-AS1,lncRNA
ENSG00000179428,IL6-AS1,lncRNA
ENSG00000237243,CREB3L2-AS1,lncRNA
ENSG00000279418,LINC00244,lncRNA
ENSG00000224903,RNF32-AS1,lncRNA
ENSG00000235029,MNX1-AS2,lncRNA
ENSG00000281189,GHET1,lncRNA
ENSG00000232661,CFTR-AS1,lncRNA
ENSG00000226122,DDC-AS1,lncRNA
ENSG00000273142,LINC02604,lncRNA
ENSG00000223770,CACNA2D1-AS1,lncRNA
ENSG00000235669,CHN2-AS1,lncRNA
ENSG00000236340,GRM8-AS1,lncRNA
ENSG00000279078,SND1-IT1,lncRNA
ENSG00000226869,LHFPL3-AS1,lncRNA
ENSG00000253552,HOXA-AS2,lncRNA
ENSG00000233429,HOTAIRM1,lncRNA
ENSG00000253187,HOXA10-AS,lncRNA
ENSG00000240990,HOXA11-AS,lncRNA
ENSG00000227646,STEAP2-AS1,lncRNA
ENSG00000230539,AOAH-IT1,lncRNA
ENSG00000146666,LINC00525,lncRNA
ENSG00000265479,DTX2P1-UPK3BP1-PMS2P11,lncRNA
ENSG00000224899,LINC02830,lncRNA
ENSG00000230316,FEZF1-AS1,lncRNA
ENSG00000272752,STAG3L5P-PVRIG2P-PILRB,lncRNA
ENSG00000222004,LINC02860,lncRNA
ENSG00000232956,SNHG15,lncRNA
ENSG00000183470,FLJ40288,lncRNA
ENSG00000238131,LINC02854,lncRNA
ENSG00000234336,JAZF1-AS1,lncRNA
ENSG00000224897,POT1-AS1,lncRNA
ENSG00000272686,WASL-DT,lncRNA
ENSG00000233123,LINC01007,lncRNA
ENSG00000236197,PPP1R9A-AS1,lncRNA
ENSG00000197085,NPSR1-AS1,lncRNA
ENSG00000231419,LINC00689,lncRNA
ENSG00000235314,LINC00957,lncRNA
ENSG00000228598,MACC1-AS1,lncRNA
ENSG00000243836,WDR86-AS1,lncRNA
ENSG00000232790,LINC01162,lncRNA
ENSG00000237181,PRKAR1B-AS1,lncRNA
ENSG00000229380,PRKAR1B-AS2,lncRNA
ENSG00000229452,CPVL-AS1,lncRNA
ENSG00000214293,APTR,lncRNA
ENSG00000237819,CDK6-AS1,lncRNA
ENSG00000233607,LINC01392,lncRNA
ENSG00000230658,KLHL7-DT,lncRNA
ENSG00000231210,COMETT,lncRNA
ENSG00000242258,LINC00996,lncRNA
ENSG00000205628,LINC01446,lncRNA
ENSG00000182165,TP53TG1,lncRNA
ENSG00000261455,LINC01003,lncRNA
ENSG00000181211,HECW1-IT1,lncRNA
ENSG00000234722,LINC01287,lncRNA
ENSG00000236861,BET1-AS1,lncRNA
ENSG00000234215,CT66,lncRNA
ENSG00000122548,KIAA0087,lncRNA
ENSG00000280890,ELDR,lncRNA
ENSG00000230257,NFE4,lncRNA
ENSG00000233073,GRM3-AS1,lncRNA
ENSG00000196295,GARS1-DT,lncRNA
