sample_id,ES_positive,ES_control,CPS,CPS_zscore,Unnamed: 0,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,taxid_ch1,data_processing,data_processing.1,data_processing.2,data_processing.3,platform_id,contact_name,contact_email,contact_phone,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,tissue:ch1,subgroup,CPS_class
AB_22,0.8793473291819706,0.829468788642227,0.04987854053974361,0.44824015533427264,GSM8059508,"AB_22, Colorectal",GSM8059508,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735604,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504001,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_23,0.6868276403130468,0.41547637053045894,0.27135126978258783,1.4550003156479836,GSM8059509,"AB_23, Pancreas",GSM8059509,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735603,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504002,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-High
AB_24,0.6596328737771378,0.6235454965517282,0.036087377225409556,0.38554894347844487,GSM8059510,"AB_24, Pancreas",GSM8059510,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735602,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504003,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_25,0.5909266450147319,0.8291761669251427,-0.23824952191041082,-0.861518636797327,GSM8059511,"AB_25, Colorectal",GSM8059511,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735601,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504004,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_26,0.6975019885026933,0.8208437058262624,-0.12334171732356913,-0.33917622397458397,GSM8059512,"AB_26, Pancreas",GSM8059512,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735600,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504005,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_52,0.8918015513287917,0.8361432746389321,0.055658276689859565,0.47451340402251807,GSM8059538,"AB_52, Colorectal",GSM8059538,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735574,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504031,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_53,0.715153505070319,0.8363137839437527,-0.12116027887343361,-0.3292599452016574,GSM8059539,"AB_53, Pancreas",GSM8059539,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735573,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504032,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_54,0.7526935013198969,0.7507433325444279,0.0019501687754689412,0.23036965088915096,GSM8059540,"AB_54, Colorectal",GSM8059540,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735572,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504033,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_55,0.6344414555402178,0.9011840428056549,-0.2667425872654371,-0.9910410531360064,GSM8059541,"AB_55, Pancreas",GSM8059541,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735571,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504034,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_56,0.46470407535598446,0.6447358237814522,-0.18003174842546776,-0.5968750611878829,GSM8059542,"AB_56, Colorectal",GSM8059542,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735570,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504035,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_57,0.6150766326245293,0.7977175511473896,-0.18264091852286035,-0.6087357020646041,GSM8059543,"AB_57, Colorectal",GSM8059543,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735569,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504036,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_58,0.4780702645106632,0.4715966271903512,0.006473637320311976,0.25093221826685597,GSM8059544,"AB_58, Pancreas",GSM8059544,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735568,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504037,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
AB_59,0.6369615868619186,0.9689284899864081,-0.3319669031244895,-1.287534634603592,GSM8059545,"AB_59, Colorectal",GSM8059545,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735567,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504038,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_60,0.5337808091243883,0.6916232726662502,-0.15784246354186193,-0.49600806919732204,GSM8059546,"AB_60, Colorectal",GSM8059546,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735566,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504039,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_62,0.9289373475897484,1.1079720577411218,-0.1790347101513734,-0.5923427721963768,GSM8059548,"AB_62, Colorectal",GSM8059548,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735564,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504041,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Colorectal,CPS-LowOrMid
AB_63,0.6707295525083422,0.8092130235379338,-0.13848347102959158,-0.40800688516082306,GSM8059549,"AB_63, Pancreas",GSM8059549,Public on Jul 15 2025,Feb 01 2024,Jul 15 2025,SRA,1,Skeletal muscle tissue,Homo sapiens,tissue: Rectus abdominis muscle,tissue: Skeletal muscle tissue,Not Applicable,Not Applicable,total RNA,"RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.",NEB Next RNA First-strand synthesis and NEBNext Ultra Directional RNA Second strand synthesis were used. Remaining steps were performed using NEBNext Ultra II DNA library Prep kit  for Illumina.,9606,"The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq S4 lane using Xp protocol per manufacturer's recommendations.",Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using STAR v.2.7.3a.,Assembly: hg38,Supplementary files format and content: tab-delimited text file includes raw count data for each sample,GPL24676,"Sambasivarao,,Damaraju",sdamaraj@ualberta.ca,7807821469,Laboratory Medicine and Pathology,University of Alberta,11560 University Avenue,Edmonton,Alberta,T6G1Z2,Canada,0,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39735563,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504042,NONE,Rectus abdominis muscle;Skeletal muscle tissue,Pancreas,CPS-LowOrMid
