"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","data_processing","data_processing.1","data_processing.2","data_processing.3","platform_id","contact_name","contact_email","contact_phone","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","cell line:ch1","tissue:ch1"
"GSM8059617","AB_47, small RNA, Colorectal","GSM8059617","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736077","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504397","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059618","AB_48, small RNA, Colorectal","GSM8059618","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736076","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504398","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059619","AB_49, small RNA, Pancreas","GSM8059619","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736075","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504399","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059620","AB_50, small RNA, Pancreas","GSM8059620","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736074","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504400","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059621","AB_51, small RNA, Colorectal","GSM8059621","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736073","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504401","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059622","AB_52, small RNA, Colorectal","GSM8059622","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736072","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504402","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059623","AB_53, small RNA, Pancreas","GSM8059623","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736071","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504403","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059624","AB_54, small RNA, Colorectal","GSM8059624","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736070","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504404","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059625","AB_55, small RNA, Pancreas","GSM8059625","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736069","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504405","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059626","AB_56, small RNA, Colorectal","GSM8059626","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736068","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504406","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059627","AB_57, small RNA, Colorectal","GSM8059627","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736067","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504407","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059628","AB_58, small RNA, Pancreas","GSM8059628","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736066","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504408","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059629","AB_59, small RNA, Colorectal","GSM8059629","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736065","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504409","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059630","AB_60, small RNA, Colorectal","GSM8059630","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736064","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504410","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059631","AB_61, small RNA, Colorectal","GSM8059631","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736063","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504411","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059632","AB_62, small RNA, Colorectal","GSM8059632","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736062","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504412","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059633","AB_63, small RNA, Pancreas","GSM8059633","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736061","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504413","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
"GSM8059634","AB_64, small RNA, Colorectal","GSM8059634","Public on Jul 15 2025","Feb 01 2024","Jul 15 2025","SRA","1","Rectus abdominis muscle","Homo sapiens","tissue: Rectus abdominis muscle","cell line: Skeletal muscle tissue","Not Applicable","Not Applicable","total RNA","RNA extraction was performed using the Trizol method and Qiagen RNAeasy midi kit (Mississauga, ON). The optical density (OD) 260/280 ratio was measured using Nanodrop, and RNA integrity number (RIN) was assessed using Agilent Bio-analyzer 2100 for all the samples.","Libraries were genrated using NEBNext Multiplex Small RNA library Prep kit for Illumina as per the manufacturer's recommendations.","9606","The libraries were normalized, pooled, and denatured. Pooled libraries were loaded on Illumina NovaSeq SP lane using Xp protocol per manufacturer's recommendations.","Base-calling was performed with RTA v.3.4.4. Program bcl2fastq2 was used to demultiplex and generate fastq reads. Raw fastq files were subjected to cutadapt for  adapter trimming. Trimmed Reads were aligned to human genome 38 using Bowtie.","Assembly: hg38","Supplementary files format and content: tab-delimited text file includes raw count data for each sample","GPL24676","Sambasivarao,,Damaraju","sdamaraj@ualberta.ca","7807821469","Laboratory Medicine and Pathology","University of Alberta","11560 University Avenue","Edmonton","Alberta","T6G1Z2","Canada","0","Illumina NovaSeq 6000","size fractionation","transcriptomic","ncRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN39736060","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23504414","NONE","Skeletal muscle tissue","Rectus abdominis muscle"
